mission_name,difficulty,hyperparams,seed,success,total_reward,steps_taken,hearts_assembled,hearts_deposited,final_energy,final_carbon,final_oxygen,final_germanium,final_silicon,efficiency,error
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,conservative,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,conservative,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,aggressive,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,aggressive,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,aggressive,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,patient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,patient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,patient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,impatient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,impatient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,impatient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipGeraniumForage(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,baseline,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,baseline,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,baseline,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,conservative,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,conservative,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,conservative,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,aggressive,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,aggressive,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,aggressive,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,patient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,patient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,patient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,impatient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,impatient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,default,impatient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,baseline,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,baseline,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,baseline,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,conservative,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,conservative,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,conservative,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,aggressive,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,aggressive,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,aggressive,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,patient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,patient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,patient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,impatient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,impatient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,easy,impatient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,baseline,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,baseline,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,baseline,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,conservative,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,conservative,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,conservative,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,aggressive,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,aggressive,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,aggressive,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,patient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,patient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,patient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,impatient,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,impatient,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,medium,impatient,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,baseline,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,baseline,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,baseline,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,conservative,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,conservative,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,conservative,3,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,aggressive,1,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
<class 'cogames.cogs_vs_clips.eval_missions.create_clipped_mission.<locals>.ClippedMission'>,hard,aggressive,2,False,0,0,0,0,0,0,0,0,0,0,"1 validation error for MettaGridEnv.__init__
1
  Input should be a valid dictionary or instance of MettaGridConfig [type=model_type, input_value=ClipBalancedSpread(name='...on=None, energy_regen=1), input_type=create_clipped_mission.<locals>.ClippedMission]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type"
